,model,website,type,fullname,price,status,time_to_market,size,resolution,rear_camera,front_camera,battery_size,battery_type,CPU,memory
485,iPad 4 (CDMA),http://detail.zol.com.cn/tablepc/index338923.shtml,平板电脑,苹果iPad 4（32GB/Cellular）,4642,正常,,9.7英寸,2048x1536,双核心,苹果 A6X,1GB,32GB,聚合物锂电池,10小时左右，具体时间视使用环境而定
486,SM-A7108,http://detail.zol.com.cn/cell_phone/index1139368.shtml,手机,三星2016版GALAXY A7（A7108/双4G）,950,正常,2016年02月,5.5英寸,1920x1080像素,1300万像素,500万像素,3300mAh,不可拆卸式电池,八核,3GB
487,lephone T9,http://detail.zol.com.cn/cell_phone/index400790.shtml,手机,Lovme T9（移动4G）,399,停产,,5英寸,1280x720像素,800万像素,200万像素,2200mAh,暂无数据,四核,1GB
488,SM-N950N,http://detail.zol.com.cn/cell_phone/index1184751.shtml,手机,三星GALAXY Note 8（N9508/移动4G）,3699,正常,2017年09月,6.3英寸,2960x1440像素,双1200万像素,800万像素,3300mAh,不可拆卸式电池,八核,6GB
489,HUAWEI GRA-UL00,http://detail.zol.com.cn/cell_phone/index399773.shtml,手机,华为P8（GRA-UL00/标配版/双4G）,1290,停产,2015年05月,5.2英寸,1920x1080像素,1300万像素,800万像素,2680mAh,不可拆卸式电池,真八核,3GB
490,R7005,http://detail.zol.com.cn/cell_phone/index382994.shtml,手机,OPPO R3（R7005/电信4G）,1700,正常,2014年06月,5英寸,1280x720像素,800万像素,500万像素,2420mAh,不可拆卸式电池,四核,2GB
491,Haipainoble S18,http://detail.zol.com.cn/cell_phone/index278148.shtml,手机,欧新S18,999,正常,,2.4英寸,320x240像素,130万像素,暂无数据,920mAh,可拆卸式电池,暂无数据,暂无数据
492,GN5005L,http://detail.zol.com.cn/cell_phone/index1163087.shtml,手机,金立金钢2（全网通）,599,正常,,5英寸,1280x720像素,800万像素,500万像素,4000mAh,不可拆卸式电池,四核,3GB
493,R7007,http://detail.zol.com.cn/cell_phone/index382372.shtml,手机,OPPO R3（R7007/移动4G）,1519,停产,2014年06月,5英寸,1280x720像素,800万像素,500万像素,2420mAh,不可拆卸式电池,四核,1GB
494,M3,http://detail.zol.com.cn/cell_phone/index1259328.shtml,手机,努比亚M3,1999,正常,,5.7英寸,2160x1080像素,2400万像素+500万像素,800万像素,3450mAh,不可拆卸式电池,八核,6GB
495,LDN-TL20,http://detail.zol.com.cn/cell_phone/index1208286.shtml,手机,华为畅享8（3GB RAM/全网通）,858,正常,,5.99英寸,1440x720像素,1300万像素+200万像素,800万像素,3000mAh,不可拆卸式电池,八核,3GB
496,A37f,http://detail.zol.com.cn/cell_phone/index1142123.shtml,手机,OPPO A37（全网通）,1199,停产,2016年04月,5英寸,1280x720像素,800万像素,500万像素,2630mAh,不可拆卸式电池,八核,2GB
497,M5,http://detail.zol.com.cn/cell_phone/index1116546.shtml,手机,金立M5畅享版（全网通）,1198,停产,,5.5英寸,1280x720像素,800万像素,500万像素,5000mAh,暂无数据,四核,3GB
498,KING 7S,http://detail.zol.com.cn/cell_phone/index399504.shtml,手机,PPTV PP King 7s（裸眼3D版/双4G）,1260,停产,,6英寸,2560x1440像素,1300万像素,800万像素,3610mAh,不可拆卸式电池,八核,3GB
499,M6,http://detail.zol.com.cn/cell_phone/index1149415.shtml,手机,金立M6（全网通）,1499,正常,2016年08月,5.5英寸,1920x1080像素,1300万像素,800万像素,5000mAh,不可拆卸式电池,八核,4GB
500,SM-N950U,http://detail.zol.com.cn/cell_phone/index1205513.shtml,手机,三星2018版GALAXY J2（全网通）,0,即将上市,,5英寸,960x540像素,800万像素,500万像素,2600mAh,暂无数据,四核,1.5GB
501,M8,http://detail.zol.com.cn/cell_phone/index382237.shtml,手机,为美M8,899,停产,,4.5英寸,960x540像素,800万像素,130万像素,1700mAh,暂无数据,双核,512MB
502,XT1662,http://detail.zol.com.cn/cell_phone/index1154344.shtml,手机,Moto M（XT1662/全网通）,798,正常,,5.5英寸,1920x1080像素,1600万像素,800万像素,3050mAh,不可拆卸式电池,八核,4GB
503,iPhone 5S,http://detail.zol.com.cn/cell_phone/index340414.shtml,手机,苹果iPhone 5S（双4G）,3610,正常,2013年09月,4英寸,1136x640像素,800万像素,120万像素,1560mAh,不可拆卸式电池,双核,1GB
504,Motorola Moto X,http://detail.zol.com.cn/cell_phone/index1169564.shtml,手机,Moto X（2017版/移动4G）,0,概念产品,,5.5英寸,暂无数据,暂无数据,暂无数据,3800mAh,暂无数据,4GB,暂无数据
505,A906,http://detail.zol.com.cn/cell_phone/index275846.shtml,手机,TCL A906,539,正常,,2.8英寸,320x240像素,200万像素,暂无数据,1150mAh,可拆卸式电池,256MB,暂无数据
506,PLK-TL01H,http://detail.zol.com.cn/cell_phone/index386205.shtml,手机,荣耀7（PLK-TL01H/移动4G）,1370,停产,2015年06月,5.2英寸,1920x1080像素,2000万像素,800万像素,3100mAh,不可拆卸式电池,真八核,3GB
507,NX523J_V1,http://detail.zol.com.cn/cell_phone/index1162885.shtml,手机,ivvi V1（全网通）,719,正常,,5.5英寸,1280x720像素,800万像素,200万像素,2500mAh,不可拆卸式电池,四核,2GB
508,WAS-LX2J,http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
509,GIONEE F6L,http://detail.zol.com.cn/cell_phone/index1162219.shtml,手机,金立F5（全网通）,1499,停产,,5.3英寸,1280x720像素,1300万像素,800万像素,4000mAh,暂无数据,八核,4GB
510,MI MAX,http://detail.zol.com.cn/cell_phone/index1146114.shtml,手机,小米Max（全网通/2GB RAM）,1069,停产,2016年05月,6.44英寸,1920x1080像素,1600万像素,500万像素,4850mAh,不可拆卸式电池,六核,2GB
511,Coolpad 9190_T00,http://detail.zol.com.cn/cell_phone/index376523.shtml,手机,酷派S6（9190-T00/移动4G）,685,停产,,5.95英寸,1280x720像素,1300万像素,500万像素,2800mAh,不可拆卸式电池,四核,2GB
512,A1601,http://detail.zol.com.cn/cell_phone/index1146658.shtml,手机,VAIO Phone A（移动4G）,0,即将上市,,5.5英寸,1920x1080像素,1300万像素,500万像素,2800mAh,暂无数据,3GB,暂无数据
513,BND-AL10,http://detail.zol.com.cn/cell_phone/index1182121.shtml,手机,荣耀V9 Play（3GB RAM/标准版/全网通）,999,正常,,5.2英寸,1280x720像素,1300万像素,800万像素,3000mAh,不可拆卸式电池,八核,3GB
514,A107,http://detail.zol.com.cn/cell_phone/index251750.shtml,手机,三星A107,0,停产,,1.5英寸,128×128像素,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
515,Redmi 6A,http://detail.zol.com.cn/cell_phone/index1216196.shtml,手机,Redmi 6A（2GB RAM/全网通）,549,正常,,5.45英寸,1440x720像素,1300万像素,500万像素,3000mAh,不可拆卸式电池,四核,2GB
516,PE-UL00,http://detail.zol.com.cn/cell_phone/index391706.shtml,手机,荣耀6 Plus（PE-UL00/联通4G）,2280,正常,2014年11月,5.5英寸,1920x1080像素,主,800万像素,3600mAh,不可拆卸式电池,真八核,3GB
517,HDL-W09,http://detail.zol.com.cn/cell_phone/index1167243.shtml,手机,荣耀9（4GB RAM/全网通）,1399,正常,2017年06月16日,5.15英寸,1920x1080像素,1200万像素+2000万像素,800万像素,3200mAh,不可拆卸式电池,八核,4GB
518,PRO 6 Plus,http://detail.zol.com.cn/cell_phone/index1153416.shtml,手机,魅族PRO 6 Plus（双4G）,1599,正常,2016年12月23日,5.7英寸,2560x1440像素,1200万像素,500万像素,3400mAh,不可拆卸式电池,八核,4GB
519,1505-A01,http://detail.zol.com.cn/cell_phone/index1148534.shtml,手机,360 手机N4S（全网通）,799,正常,2016年07月,5.5英寸,1920x1080像素,1600万像素,800万像素,5000mAh,不可拆卸式电池,十核,4GB
520,SM-A710S,http://detail.zol.com.cn/cell_phone/index398621.shtml,手机,三星GALAXY S7（G9300/全网通）,2378,停产,2016年02月,5.1英寸,2560x1440像素,1200万像素,500万像素,3000mAh,不可拆卸式电池,四核,4GB
521,huawei tag-tl00,http://detail.zol.com.cn/cell_phone/index1116826.shtml,手机,华为畅享5S（TAG-TL00/移动4G）,650,停产,2015年12月,5英寸,1280x720像素,1300万像素,500万像素,2200mAh,不可拆卸式电池,八核,2GB
522,1505-A02,http://detail.zol.com.cn/cell_phone/index1158523.shtml,手机,360 手机N4S（骁龙版/全网通）,1200,停产,2016年11月,5.5英寸,1920x1080像素,1600万像素,800万像素,5000mAh,不可拆卸式电池,八核,4GB
523,KNT-AL10,http://detail.zol.com.cn/cell_phone/index1144236.shtml,手机,荣耀V8（KNT-AL10/标准版/全网通）,1399,正常,2016年05月,5.7英寸,1920x1080像素,双1200万像素,800万像素,3500mAh,不可拆卸式电池,八核,4GB
524,TCL Y660,http://detail.zol.com.cn/cell_phone/index1227407.shtml,手机,TCL Y660（全网通）,598,停产,,5.7英寸,1440x720像素,1300万像素+500万像素,500万像素,3000mAh,暂无数据,3GB,暂无数据
525,8676-M01,http://detail.zol.com.cn/cell_phone/index403554.shtml,手机,大神Note3（全网通）,499,停产,2015年07月,5.5英寸,1280x720像素,1300万像素,500万像素,3000mAh,不可拆卸式电池,八核,2GB
526,Lenovo TB-8703N,http://detail.zol.com.cn/tablepc/index1159360.shtml,平板电脑,联想P8,999,正常,,8英寸,1920x1200,2.0GHz,八核心,3GB,16GB,聚合物锂电池，4250毫安,8小时左右，具体时间视使用环境而定
527,GEM-702L,http://detail.zol.com.cn/cell_phone/index397331.shtml,手机,荣耀X2（GEM-703LT/高配版/移动4G）,1799,停产,,7英寸,1920x1200像素,1300万像素,500万像素,5000mAh,不可拆卸式电池,真八核,3GB
528,OPPO R9 Plustm A,http://detail.zol.com.cn/cell_phone/index1139746.shtml,手机,OPPO R9 Plus（全网通）,2779,正常,2016年03月,6英寸,1920x1080像素,1600万像素,1600万像素,4120mAh,不可拆卸式电池,八核,4GB
529,Hisense M20-T,http://detail.zol.com.cn/cell_phone/index1160376.shtml,手机,海信M20-T（电信4G）,199,正常,,5英寸,854x480像素,500万像素,30万像素,1800mAh,可拆卸式电池,四核,512MB
530,Coolpad 5380CA,http://detail.zol.com.cn/cell_phone/index1166706.shtml,手机,酷派5380CA（全网通）,569,正常,,5.5英寸,1280x720像素,1300万像素,500万像素,不可拆卸式电池,暂无数据,八核,3GB
531,VK 7 Plus,http://detail.zol.com.cn/cell_phone/index1155434.shtml,手机,苹果iPhone 7 Plus（国际版/全网通）,3199,正常,2016年9月16日,5.5英寸,1920x1080像素,双1200万像素,700万像素,2910mAh,不可拆卸式电池,四核,3GB
532,SM-C900Y,http://detail.zol.com.cn/cell_phone/index362827.shtml,手机,HONPhone C900,699,停产,,5英寸,960x540像素,800万像素,暂无数据,2000mAh,可拆卸式电池,四核,1GB
533,R7sm,http://detail.zol.com.cn/cell_phone/index1102110.shtml,手机,OPPO R7s（4GB RAM/全网通）,2300,正常,2015年10月,5.5英寸,1920x1080像素,1300万像素,800万像素,3070mAh,不可拆卸式电池,真八核,4GB
534,HTC D826d,http://detail.zol.com.cn/cell_phone/index208563.shtml,手机,HTC Discover,0,停产,,4英寸,暂无数据,1000万像素,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
535,HUAWEI NXT-L29,http://detail.zol.com.cn/cell_phone/index1102139.shtml,手机,华为Mate 8（NXT-AL10/3GB RAM/全网通）,2000,停产,2015年11月,6英寸,1920x1080像素,1600万像素,800万像素,4000mAh,不可拆卸式电池,八核,3GB
536,SUGAR Y12s,http://detail.zol.com.cn/cell_phone/index1258251.shtml,手机,SUGAR Y12S（全网通）,649,正常,,5.45英寸,1440x720像素,1200万像素+200万像素,500万像素,4080mAh,不可拆卸式电池,四核,4GB
537,koobee S305M,http://detail.zol.com.cn/cell_phone/index1167159.shtml,手机,酷比S305（全网通）,399,停产,,5英寸,1280x720像素,500万像素,200万像素,2000mAh,暂无数据,四核,1GB
538,1701-M01,http://detail.zol.com.cn/cell_phone/index1166592.shtml,手机,360 手机1701-M01（全网通）,0,停产,,5英寸,1280x720像素,500万像素,200万像素,2000mAh,暂无数据,四核,1GB/2GB
539,NX569H,http://detail.zol.com.cn/cell_phone/index1213909.shtml,手机,ROG 游戏手机（全网通）,5499,正常,,6英寸,2160x1080像素,1200万像素+800万像素,800万像素,4000mAh,不可拆卸式电池,八核,8GB
540,Meitu V4,http://detail.zol.com.cn/cell_phone/index1100911.shtml,手机,美图V4（双4G）,3700,正常,,5英寸,1920x1080像素,2100万像素,2100万像素,2650mAh,不可拆卸式电池,八核,3GB
541,LYA-AL00,http://detail.zol.com.cn/cell_phone/index1230266.shtml,手机,华为Mate 20 RS保时捷版（全网通）,12999,正常,,6.39英寸,3120x1440像素,4000万像素+2000万像素+800万像素,2400万像素,4200mAh,不可拆卸式电池,八核,8GB
542,NX569J,http://detail.zol.com.cn/cell_phone/index368535.shtml,手机,苹果iPhone 6S（全网通）,4690,正常,2015年09月,4.7英寸,1334x750像素,1200万像素,500万像素,1715mAh,不可拆卸式电池,双核,2GB
543,HUAWEI GRA-UL10,http://detail.zol.com.cn/cell_phone/index392236.shtml,手机,华为P8（GRA-UL10/高配版/双4G）,2560,停产,2015年04月,5.2英寸,1920x1080像素,1300万像素,800万像素,2680mAh,不可拆卸式电池,真八核,3GB
544,KEJIAN 170801,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
545,SM-G3502C,http://detail.zol.com.cn/cell_phone/index367731.shtml,手机,三星GALAXY Trend 3（G3502C）,550,停产,,4.3英寸,800x480像素,500万像素,暂无数据,1800mAh,可拆卸式电池,双核,768MB
546,MAX,http://detail.zol.com.cn/cell_phone/index1142876.shtml,手机,乐视乐Max 2（4GB RAM/全网通）,1199,停产,2016年04月,5.7英寸,2560x1440像素,2100万像素,800万像素,3100mAh,不可拆卸式电池,四核,4GB
547,N1,http://detail.zol.com.cn/cell_phone/index1171043.shtml,手机,360 手机N5S（全网通）,1599,正常,2017年05月,5.5英寸,1920x1080像素,1300万像素,1300万像素+200万像素,3730mAh,暂无数据,八核,6GB
548,TNY-TL00,http://detail.zol.com.cn/cell_phone/index1246226.shtml,手机,华为nova 4（高配版/全网通）,2799,正常,,6.4英寸,2310x1080像素,4800万像素+1600万像素+200万像素,2500万像素,3750mAh,不可拆卸式电池,4×Cortex A73 2.36GHz+4×Cortex A5....>>,8GB
549,oppo a53m,http://detail.zol.com.cn/cell_phone/index1116112.shtml,手机,OPPO A53（移动4G）,1599,停产,,5.5英寸,1280x720像素,1300万像素,500万像素,3075mAh,不可拆卸式电池,真八核,2GB
550,HUAWEI C199s,http://detail.zol.com.cn/cell_phone/index396151.shtml,手机,华为麦芒3S（C199S/电信4G）,750,停产,2015年01月,5.5英寸,1280x720像素,1300万像素,500万像素,3000mAh,不可拆卸式电池,真八核,2GB
551,VETAS V9,,,,0,非售,,,,,,,,,
552,Xplay5,http://detail.zol.com.cn/cell_phone/index1139537.shtml,手机,vivo Xplay5（全网通）,2699,停产,2016年03月,5.43英寸,2560x1440像素,1600万像素,800万像素,3600mAh,不可拆卸式电池,八核,4GB
553,sm-g530h,http://detail.zol.com.cn/cell_phone/index387415.shtml,手机,三星GALAXY Grand Prime（G5306W/联通4G）,900,停产,,5英寸,960x540像素,800万像素,500万像素,2600mAh,可拆卸式电池,四核,1GB
554,BAH-L09,http://detail.zol.com.cn/cell_phone/index368535.shtml,手机,苹果iPhone 6S（全网通）,4690,正常,2015年09月,4.7英寸,1334x750像素,1200万像素,500万像素,1715mAh,不可拆卸式电池,双核,2GB
555,I7PC,http://detail.zol.com.cn/cell_phone/index1155432.shtml,手机,苹果iPhone 7（国际版/全网通）,2800,正常,2016年9月16日,4.7英寸,1334x750像素,1200万像素,700万像素,1960mAh,不可拆卸式电池,四核,2GB
556,Lenovo K50-t3s,http://detail.zol.com.cn/cell_phone/index840570.shtml,手机,联想乐檬K3 Note（K50-T3s/移动4G）,699,停产,2015年08月,5.5英寸,1920x1080像素,1300万像素,500万像素,3000mAh,可拆卸式电池,真八核,2GB
557,1603-A02,http://detail.zol.com.cn/cell_phone/index1155495.shtml,手机,360 手机f4s（全网通）,649,正常,,5.5英寸,1920x1080像素,1300万像素,500万像素,4000mAh,暂无数据,八核,3GB
558,Coolpad 5367C,http://detail.zol.com.cn/cell_phone/index1157912.shtml,手机,酷派5367（电信4G）,269,正常,,5英寸,1280x720像素,800万像素,200万像素,2300mAh,可拆卸式电池,四核,1GB
559,CPN-W09,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
560,1603-A03,http://detail.zol.com.cn/cell_phone/index1155495.shtml,手机,360 手机f4s（全网通）,649,正常,,5.5英寸,1920x1080像素,1300万像素,500万像素,4000mAh,暂无数据,八核,3GB
561,SM-N9108V,http://detail.zol.com.cn/cell_phone/index387806.shtml,手机,三星GALAXY Note 4（N9108V/移动4G）,4900,正常,2014年09月,5.7英寸,2560x1440像素,1600万像素,370万像素,3000mAh,可拆卸式电池,四核,3GB
562,NG2,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
563,koobee A3,http://detail.zol.com.cn/cell_phone/index314974.shtml,手机,酷比A3,0,停产,,3.2英寸,320x240像素,30万像素,暂无数据,1400mAh,可拆卸式电池,暂无数据,暂无数据
564,Lenovo K520,http://detail.zol.com.cn/cell_phone/index1209618.shtml,手机,联想K5（全网通）,605,正常,,5.7英寸,1440x720像素,1300万像素+500万像素,800万像素,3000mAh,不可拆卸式电池,八核,3GB
565,BAH-AL00,http://detail.zol.com.cn/cell_phone/index1170043.shtml,手机,华为nova 2 Plus（BAC-AL00/全网通）,1098,正常,2017年06月,5.5英寸,1920x1080像素,1200万像素+800万像素,2000万像素,3340mAh,不可拆卸式电池,八核,4GB
566,KINGSUN-EF36,http://detail.zol.com.cn/cell_phone/index1100950.shtml,手机,青想K6 Plus（全网通）,2299,正常,,5.5英寸,1920x1080像素,1300万像素,800万像素,2800mAh,不可拆卸式电池,八核,2GB
567,NG3,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
568,VCR-A0,http://detail.zol.com.cn/cell_phone/index1170194.shtml,手机,酷派酷玩6（全网通）,1299,正常,,5.5英寸,1920x1080像素,双1300万像素,800万像素,4060mAh,不可拆卸式电池,八核,6GB
569,S9L,http://detail.zol.com.cn/cell_phone/index1159449.shtml,手机,金立S9（全网通）,1699,停产,,5.5英寸,1920x1080像素,1300万像素+500万像素,1300万像素,3000mAh,不可拆卸式电池,八核,4GB
